Row ID,Order ID,Order Date,Ship Date,Customer ID,Customer Name,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Order Month,Order Year,Discounted Order,Sales,Profit,Discount,Quantity,Processing Time,Profit Margin,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Segment_Corporate,Segment_Home Office,Order Cost Category_Low-Cost,Order Cost Category_Medium-Cost
1713,CA-2015-145401,2015-01-30,2015-02-04,JP-15520,Jeremy Pistek,United States,Houston,Texas,77070,Central,OFF-PA-10004405,Office Supplies,Paper,Rediform Voice Mail Log Books,1,2015,1,-0.49410661953994756,-0.21833372076888305,0.2121533166836726,0.9934507321230805,0.596187372336922,0.5009032867263611,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1714,US-2017-124968,2017-09-08,2017-09-13,MM-18055,Michelle Moray,United States,Chicago,Illinois,60610,Central,FUR-TA-10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,9,2017,1,1.4090504044088445,-3.542149194587498,1.665348523740826,1.4428892644139713,0.596187372336922,-1.2156657261614867,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1715,CA-2017-104003,2017-10-07,2017-10-13,DC-13285,Debra Catini,United States,San Francisco,California,94110,West,FUR-BO-10003965,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,10,2017,1,0.24900311765582567,-0.41805497010249576,-0.030045884492519763,-0.8043033970404823,1.1684402151274713,-0.3877272904940364,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1716,CA-2016-154788,2016-04-30,2016-05-04,JL-15835,John Lee,United States,New York City,New York,10011,East,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,4,2016,1,-0.5108046901407566,-0.24099465329201653,0.2121533166836726,-0.8043033970404823,0.023934529546372672,0.5288786937870033,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1717,CA-2016-169943,2016-05-19,2016-05-24,BN-11515,Bradley Nguyen,United States,New York City,New York,10011,East,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,5,2016,0,0.0849455872353164,0.4523778113815735,-0.7566434880210966,0.5440121998321898,0.596187372336922,0.36662133283527865,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1718,CA-2016-169943,2016-05-19,2016-05-24,BN-11515,Bradley Nguyen,United States,New York City,New York,10011,East,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,5,2016,0,0.6219587801011406,-0.2696498473220834,-0.7566434880210966,0.5440121998321898,0.596187372336922,-0.28240811097161894,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1719,CA-2016-169943,2016-05-19,2016-05-24,BN-11515,Bradley Nguyen,United States,New York City,New York,10011,East,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,5,2016,0,-0.4393515385164209,-0.1150126605946541,-0.7566434880210966,0.09457366754129916,0.596187372336922,0.6575655662659571,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1720,CA-2016-169943,2016-05-19,2016-05-24,BN-11515,Bradley Nguyen,United States,New York City,New York,10011,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",5,2016,0,-0.4296245070984739,-0.1433111509645957,-0.7566434880210966,1.892327796704862,0.596187372336922,0.41138198413230626,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1721,CA-2016-169943,2016-05-19,2016-05-24,BN-11515,Bradley Nguyen,United States,New York City,New York,10011,East,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,5,2016,1,-0.40940038760865904,-0.11671827809594296,0.2121533166836726,0.09457366754129916,0.596187372336922,0.41697706554443464,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1722,US-2015-123218,2015-12-20,2015-12-25,KD-16345,Katherine Ducich,United States,Chicago,Illinois,60623,Central,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,12,2015,1,-0.12508736512158303,-0.14666088533611732,0.2121533166836726,-0.8043033970404823,0.596187372336922,-0.1145556686077661,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1723,US-2015-123218,2015-12-20,2015-12-25,KD-16345,Katherine Ducich,United States,Chicago,Illinois,60623,Central,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,12,2015,1,0.11804789102951727,0.2550899370167467,0.2121533166836726,0.09457366754129916,0.596187372336922,0.16519840199865535,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1724,US-2015-123218,2015-12-20,2015-12-25,KD-16345,Katherine Ducich,United States,Chicago,Illinois,60623,Central,FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",12,2015,1,0.3791832214660164,-1.005726300179986,0.6965517190360571,-0.35486486474959156,0.596187372336922,-0.7300146239418932,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1725,CA-2015-127453,2015-12-19,2015-12-20,JK-15370,Jay Kimmel,United States,Philadelphia,Pennsylvania,19143,East,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,12,2015,1,0.5699090296907303,0.17556552101915363,0.2121533166836726,-0.35486486474959156,-1.6928239988252753,-0.05860485448648181,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1726,CA-2015-127453,2015-12-19,2015-12-20,JK-15370,Jay Kimmel,United States,Philadelphia,Pennsylvania,19143,East,OFF-AP-10002906,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,12,2015,1,-0.5213423075101992,-0.2650988006239329,0.2121533166836726,-0.8043033970404823,-1.6928239988252753,-0.0026540403651975223,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1727,CA-2015-127453,2015-12-19,2015-12-20,JK-15370,Jay Kimmel,United States,Philadelphia,Pennsylvania,19143,East,OFF-AP-10003860,Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,12,2015,1,-0.3053211514366261,-0.18997782980995578,0.2121533166836726,0.09457366754129916,-1.6928239988252753,-0.08658026154712395,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1728,US-2017-164056,2017-04-29,2017-05-04,FM-14215,Filia McAdams,United States,Dublin,Ohio,43017,East,FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",4,2017,1,2.1252157579606847,-0.9860296980737562,1.1809501213884417,0.5440121998321898,0.596187372336922,-0.4316102819617105,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1729,CA-2016-106894,2016-02-07,2016-02-07,CA-12265,Christina Anderson,United States,Springfield,Virginia,22153,South,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,2,2016,0,-0.2770317017294302,-0.05439763862577311,-0.7566434880210966,0.09457366754129916,-2.2650768416158247,0.18757872764716904,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1730,CA-2016-106894,2016-02-07,2016-02-07,CA-12265,Christina Anderson,United States,Springfield,Virginia,22153,South,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,2,2016,0,-0.5105057865711425,-0.2327310184991134,-0.7566434880210966,-0.35486486474959156,-2.2650768416158247,0.747086868860012,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1731,CA-2014-125136,2014-09-28,2014-10-03,KD-16495,Keith Dawkins,United States,Fayetteville,North Carolina,28314,South,OFF-PA-10001457,Office Supplies,Paper,White GlueTop Scratch Pads,9,2014,1,-0.2865155573619285,0.05100624292022205,0.2121533166836726,1.892327796704862,0.596187372336922,0.4449524726050768,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1732,CA-2014-125136,2014-09-28,2014-10-03,KD-16495,Keith Dawkins,United States,Fayetteville,North Carolina,28314,South,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,9,2014,1,-0.5032662407918477,-0.23130625387964734,0.2121533166836726,-0.8043033970404823,0.596187372336922,0.5009032867263611,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1733,US-2016-131149,2016-07-10,2016-07-14,LH-17155,Logan Haushalter,United States,Dallas,Texas,75081,Central,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",7,2016,1,0.3259429229393472,-0.6161444026920869,0.2121533166836726,-0.35486486474959156,0.023934529546372672,-0.5062113674567561,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1734,US-2016-131149,2016-07-10,2016-07-14,LH-17155,Logan Haushalter,United States,Dallas,Texas,75081,Central,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,7,2016,1,-0.13963738295092876,-0.09179002230787502,0.2121533166836726,0.09457366754129916,0.023934529546372672,-0.030629447425839704,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1735,CA-2017-101483,2017-07-29,2017-08-01,AG-10675,Anna Gayman,United States,Jacksonville,North Carolina,28540,South,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,7,2017,1,-0.4420670014539311,-0.20267566010200289,0.2121533166836726,-0.8043033970404823,-0.5483183132441767,0.13722299493801318,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1736,CA-2017-101483,2017-07-29,2017-08-01,AG-10675,Anna Gayman,United States,Jacksonville,North Carolina,28540,South,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,7,2017,1,-0.47461202740647873,-0.2555559527050631,0.2121533166836726,0.5440121998321898,-0.5483183132441767,-0.14253107566840822,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1737,CA-2017-101483,2017-07-29,2017-08-01,AG-10675,Anna Gayman,United States,Jacksonville,North Carolina,28540,South,OFF-AR-10002833,Office Supplies,Art,Newell 322,7,2017,1,-0.5192753133338854,-0.2657322571238106,0.2121533166836726,-0.35486486474959156,-0.5483183132441767,-0.08658026154712395,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1738,CA-2015-130204,2015-09-03,2015-09-09,DB-13120,David Bremer,United States,San Francisco,California,94122,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,9,2015,0,-0.45069974183735906,-0.18263875450392922,-0.7566434880210966,-0.35486486474959156,1.1684402151274713,0.32186068153825126,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1739,CA-2015-130204,2015-09-03,2015-09-09,DB-13120,David Bremer,United States,San Francisco,California,94122,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,9,2015,0,-0.4849976599100159,-0.23478923961845719,-0.7566434880210966,-0.8043033970404823,1.1684402151274713,0.14281807635014163,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1740,CA-2015-130204,2015-09-03,2015-09-09,DB-13120,David Bremer,United States,San Francisco,California,94122,West,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",9,2015,0,-0.2024324633808523,0.20802555409055717,-0.7566434880210966,0.5440121998321898,1.1684402151274713,0.5232836123748749,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1741,CA-2014-110527,2014-08-09,2014-08-16,ED-13885,Emily Ducich,United States,San Diego,California,92037,West,OFF-LA-10000262,Office Supplies,Labels,Avery 494,8,2014,0,-0.4774490782367133,-0.17119963712749672,-0.7566434880210966,1.892327796704862,1.7406930579180206,0.747086868860012,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1742,CA-2017-152807,2017-10-30,2017-11-03,MC-18100,Mick Crebagga,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10004355,Office Supplies,Paper,Xerox 231,10,2017,1,-0.47781384191488635,-0.1952586839966386,0.2121533166836726,0.09457366754129916,0.023934529546372672,0.5009032867263611,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1743,CA-2017-152807,2017-10-30,2017-11-03,MC-18100,Mick Crebagga,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",10,2017,1,-0.512182686258299,-0.2595473436606032,0.2121533166836726,-0.8043033970404823,0.023934529546372672,0.02532136669544466,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1744,CA-2017-152807,2017-10-30,2017-11-03,MC-18100,Mick Crebagga,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,10,2017,1,-0.5020503618646043,-0.29540631160837333,0.2121533166836726,-0.8043033970404823,0.023934529546372672,-0.7859654380631775,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1745,CA-2017-152807,2017-10-30,2017-11-03,MC-18100,Mick Crebagga,United States,Philadelphia,Pennsylvania,19140,East,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,10,2017,1,0.5902952663708443,-0.8364806635557006,0.2121533166836726,1.4428892644139713,0.023934529546372672,-0.5621621815780403,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1746,CA-2014-133270,2014-06-06,2014-06-09,BM-11785,Bryan Mills,United States,Rochester,New York,14609,East,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,6,2014,0,-0.49649784809685954,-0.21898152741600718,-0.7566434880210966,-0.8043033970404823,-0.5483183132441767,0.5456639380233885,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1747,CA-2016-155670,2016-08-13,2016-08-17,EM-14065,Erin Mull,United States,Jacksonville,North Carolina,28540,South,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,8,2016,1,-0.5018882446743052,-0.354077913635882,2.634145328445595,1.892327796704862,0.023934529546372672,-1.923631991862625,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1748,CA-2016-155670,2016-08-13,2016-08-17,EM-14065,Erin Mull,United States,Jacksonville,North Carolina,28540,South,OFF-PA-10004947,Office Supplies,Paper,Easy-staple paper,8,2016,1,-0.5043200025287919,-0.236747009707076,0.2121533166836726,-0.35486486474959156,0.023934529546372672,0.41697706554443464,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1749,US-2014-157406,2014-04-25,2014-04-29,DA-13450,Dianna Arnett,United States,Houston,Texas,77095,Central,OFF-PA-10003543,Office Supplies,Paper,Xerox 1985,4,2014,1,-0.5040768267433432,-0.23245426565936103,0.2121533166836726,-0.8043033970404823,0.023934529546372672,0.5009032867263611,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1750,US-2014-157406,2014-04-25,2014-04-29,DA-13450,Dianna Arnett,United States,Houston,Texas,77095,Central,OFF-AR-10002221,Office Supplies,Art,12 Colored Short Pencils,4,2014,1,-0.5145333855176362,-0.26405328989597937,0.2121533166836726,-0.35486486474959156,0.023934529546372672,-0.08658026154712395,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1751,CA-2015-139094,2015-11-22,2015-11-27,MO-17800,Meg O'Connel,United States,San Antonio,Texas,78207,Central,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,11,2015,1,-0.006088281279834539,-0.6030099179195416,0.6965517190360571,-0.8043033970404823,0.596187372336922,-0.6340989425911202,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1752,CA-2017-168837,2017-10-14,2017-10-17,JW-15955,Joni Wasserman,United States,Oakland,California,94601,West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,10,2017,0,-0.5063768643807119,-0.23183310928569453,-0.7566434880210966,-0.8043033970404823,-0.5483183132441767,0.5904245893204157,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1753,CA-2017-116715,2017-12-02,2017-12-05,VW-21775,Victoria Wilson,United States,San Francisco,California,94122,West,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",12,2017,0,0.8872230327280705,1.2791143945002916,-0.7566434880210966,2.3417663289957527,-0.5483183132441767,0.32186068153825126,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1754,CA-2017-116715,2017-12-02,2017-12-05,VW-21775,Victoria Wilson,United States,San Francisco,California,94122,West,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,12,2017,0,-0.25190353723306713,0.2824290175422132,-0.7566434880210966,-0.8043033970404823,-0.5483183132441767,0.8142278458055531,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1755,CA-2017-116715,2017-12-02,2017-12-05,VW-21775,Victoria Wilson,United States,San Francisco,California,94122,West,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,12,2017,0,-0.5086566373692932,-0.2301664421840745,-0.7566434880210966,-0.8043033970404823,-0.5483183132441767,0.7247065432114981,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1756,CA-2015-135622,2015-12-08,2015-12-11,TT-21460,Tonja Turnell,United States,Fort Worth,Texas,76106,Central,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,12,2015,1,0.3833729376028092,1.0706344302937745,0.2121533166836726,3.240643393577534,-0.5483183132441767,0.5288786937870034,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1757,CA-2015-135622,2015-12-08,2015-12-11,TT-21460,Tonja Turnell,United States,Fort Worth,Texas,76106,Central,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,12,2015,1,3.8225067479594843,1.2715559669434986,0.2121533166836726,0.9934507321230805,-0.5483183132441767,-0.08658026154712395,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1758,US-2015-107349,2015-07-13,2015-07-15,SL-20155,Sara Luxemburg,United States,Houston,Texas,77095,Central,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,7,2015,1,-0.4250446964725238,-0.951372042452615,3.11854373079798,0.9934507321230805,-1.120571156034726,-3.863260214733813,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1759,CA-2014-139017,2014-05-11,2014-05-17,RM-19375,Raymond Messe,United States,Houston,Texas,77095,Central,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,5,2014,1,-0.4116294989752719,-0.1915911963646605,0.2121533166836726,-0.8043033970404823,1.1684402151274713,0.0812721808167289,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1760,CA-2014-141817,2014-01-05,2014-01-12,MB-18085,Mick Brown,United States,Philadelphia,Pennsylvania,19143,East,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",1,2014,1,-0.48085353923299473,-0.21958833364242725,0.2121533166836726,-0.35486486474959156,1.7406930579180206,0.2771000302412239,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1761,CA-2015-130785,2015-09-05,2015-09-09,AG-10900,Arthur Gainer,United States,San Diego,California,92105,West,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",9,2015,1,0.5115975028050168,-0.3192521562898541,-0.030045884492519763,0.09457366754129916,0.023934529546372672,-0.3087379058522233,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1762,CA-2015-130785,2015-09-05,2015-09-09,AG-10900,Arthur Gainer,United States,San Diego,California,92105,West,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",9,2015,1,-0.4575086638299219,-0.17018487671507124,0.2121533166836726,0.9934507321230805,0.023934529546372672,0.472927879665719,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1763,CA-2015-130785,2015-09-05,2015-09-09,AG-10900,Arthur Gainer,United States,San Diego,California,92105,West,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",9,2015,1,0.21235703340493006,-0.48179012408695565,-0.030045884492519763,-0.35486486474959156,0.023934529546372672,-0.4403868802552452,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1764,CA-2016-110254,2016-08-04,2016-08-08,ML-17755,Max Ludwig,United States,Suffolk,Virginia,23434,South,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",8,2016,0,-0.4415299882610652,-0.16183924108076,-0.7566434880210966,-0.8043033970404823,0.023934529546372672,0.38900165848379253,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1765,CA-2016-110254,2016-08-04,2016-08-08,ML-17755,Max Ludwig,United States,Suffolk,Virginia,23434,South,OFF-LA-10004484,Office Supplies,Labels,Avery 476,8,2016,0,-0.5198781866353103,-0.2501766975086906,-0.7566434880210966,-1.253741929331373,0.023934529546372672,0.747086868860012,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1766,CA-2016-110254,2016-08-04,2016-08-08,ML-17755,Max Ludwig,United States,Suffolk,Virginia,23434,South,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,8,2016,0,-0.252207506964878,0.20304400297501402,-0.7566434880210966,2.3417663289957527,0.023934529546372672,0.6575655662659571,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1767,CA-2016-110254,2016-08-04,2016-08-08,ML-17755,Max Ludwig,United States,Suffolk,Virginia,23434,South,OFF-LA-10002034,Office Supplies,Labels,Avery 478,8,2016,0,-0.5054649551852795,-0.22032839123613554,-0.7566434880210966,-0.8043033970404823,0.023934529546372672,0.8142278458055531,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1768,US-2014-158057,2014-03-22,2014-03-26,CC-12685,Craig Carroll,United States,Greensboro,North Carolina,27405,South,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",3,2014,1,-0.5109769396554493,-0.3297195636956004,2.634145328445595,0.09457366754129916,0.023934529546372672,-1.9982330773576706,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1769,US-2014-158057,2014-03-22,2014-03-26,CC-12685,Craig Carroll,United States,Greensboro,North Carolina,27405,South,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,3,2014,1,-0.39997479284142445,-0.6740831221995104,2.634145328445595,0.5440121998321898,0.023934529546372672,-1.9982330773576704,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1770,CA-2017-146024,2017-03-02,2017-03-08,SC-20770,Stewart Carmichael,United States,Dallas,Texas,75081,Central,OFF-SU-10001935,Office Supplies,Supplies,Staple remover,3,2017,1,-0.5126690378291964,-0.28395079406365925,0.2121533166836726,0.09457366754129916,1.1684402151274713,-0.7300146239418932,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1771,CA-2017-146024,2017-03-02,2017-03-08,SC-20770,Stewart Carmichael,United States,Dallas,Texas,75081,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,3,2017,1,-0.49938049438686566,-0.47635654333315025,3.11854373079798,1.4428892644139713,1.1684402151274713,-3.9751618429763815,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1772,CA-2016-129686,2016-11-27,2016-11-29,GG-14650,Greg Guthrie,United States,Chicago,Illinois,60623,Central,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",11,2016,1,-0.2821383932238524,-0.5207364237137414,0.2121533166836726,-0.8043033970404823,-1.120571156034726,-0.8419162521844618,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1773,CA-2016-129686,2016-11-27,2016-11-29,GG-14650,Greg Guthrie,United States,Chicago,Illinois,60623,Central,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,11,2016,1,-0.3722755510301613,-0.06977279638979528,0.2121533166836726,0.9934507321230805,-1.120571156034726,0.41697706554443464,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1774,CA-2014-118976,2014-04-28,2014-05-03,MY-18295,Muhammed Yedwab,United States,Baltimore,Maryland,21215,East,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",4,2014,0,-0.4774997398586818,-0.17343211003483272,-0.7566434880210966,-0.8043033970404823,0.596187372336922,0.7247065432114982,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1775,CA-2014-118976,2014-04-28,2014-05-03,MY-18295,Muhammed Yedwab,United States,Baltimore,Maryland,21215,East,OFF-ST-10000877,Office Supplies,Storage,Recycled Steel Personal File for Standard File Folders,4,2014,0,0.7301466738148169,1.0564944102034621,-0.7566434880210966,2.3417663289957527,0.596187372336922,0.29948035588973765,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1776,CA-2014-118976,2014-04-28,2014-05-03,MY-18295,Muhammed Yedwab,United States,Baltimore,Maryland,21215,East,OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils,4,2014,0,-0.5168131585062176,-0.2543238900629061,-0.7566434880210966,-0.8043033970404823,0.596187372336922,0.34424100718676515,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1777,CA-2014-118976,2014-04-28,2014-05-03,MY-18295,Muhammed Yedwab,United States,Baltimore,Maryland,21215,East,OFF-LA-10000452,Office Supplies,Labels,Avery 488,4,2014,0,-0.5223606061117655,-0.2541516882959491,-0.7566434880210966,-1.253741929331373,0.596187372336922,0.7918475201570395,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1778,CA-2015-105347,2015-11-24,2015-11-28,DP-13000,Darren Powers,United States,Los Angeles,California,90004,West,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,11,2015,0,0.4041391364476868,1.5832196399148861,-0.7566434880210966,2.3417663289957527,0.023934529546372672,0.814227845805553,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1779,CA-2015-105347,2015-11-24,2015-11-28,DP-13000,Darren Powers,United States,Los Angeles,California,90004,West,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,11,2015,0,-0.49310351942497177,-0.20184540158274566,-0.7566434880210966,0.5440121998321898,0.023934529546372672,0.7247065432114982,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1780,CA-2016-124667,2016-11-11,2016-11-16,BD-11770,Bryan Davis,United States,New York City,New York,10011,East,TEC-AC-10003447,Technology,Accessories,Micropad Numeric Keypads,11,2016,0,-0.37843093809933087,-0.11597514547068188,-0.7566434880210966,-0.35486486474959156,0.596187372336922,0.2771000302412239,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1781,CA-2016-124667,2016-11-11,2016-11-16,BD-11770,Bryan Davis,United States,New York City,New York,10011,East,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,11,2016,0,-0.31918217120720055,-0.05603765545393548,-0.7566434880210966,-1.253741929331373,0.596187372336922,0.2771000302412239,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1782,CA-2015-111094,2015-07-09,2015-07-13,CB-12535,Claudia Bergmann,United States,Franklin,Massachusetts,2038,East,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,7,2015,0,-0.5136721379441721,-0.2386248289753219,-0.7566434880210966,-0.8043033970404823,0.023934529546372672,0.747086868860012,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1783,CA-2015-111094,2015-07-09,2015-07-13,CB-12535,Claudia Bergmann,United States,Franklin,Massachusetts,2038,East,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",7,2015,0,-0.21892282133159055,0.3352211592407598,-0.7566434880210966,-0.35486486474959156,0.023934529546372672,0.7918475201570395,0.0,0.0,1.0,1.0,0.0,0.0,1.0
